URL,Texto,H1,H2,H3,H4,H5,H6,H7
https://en.wikipedia.org/wiki/Soundscape,Soundscape,Electronic,Experimental electronic,,Electroacoustic music,Soundscape,,
https://en.wikipedia.org/wiki/Glitch_(music),Glitch,Electronic,Experimental electronic,,Glitch,,,
https://en.wikipedia.org/wiki/Microsound,Microsound,Electronic,Experimental electronic,,Microsound,,,
https://en.wikipedia.org/wiki/Noise_music,Noise music,Electronic,Experimental electronic,,Noise music,,,
https://en.wikipedia.org/wiki/Danger_music,Danger music,Electronic,Experimental electronic,,Noise music,Danger music,,
https://en.wikipedia.org/wiki/Japanoise,Japanoise,Electronic,Experimental electronic,,Noise music,Japanoise,,
https://en.wikipedia.org/wiki/Harsh_noise_wall,Harsh noise wall,Electronic,Experimental electronic,,Noise music,Harsh noise [fr],Harsh noise wall,
https://en.wikipedia.org/wiki/Power_electronics_(music),Power electronics,Electronic,Experimental electronic,,Noise music,Power electronics,,
https://en.wikipedia.org/wiki/Death_industrial,Death industrial,Electronic,Experimental electronic,,Noise music,Power electronics,Death industrial,
https://en.wikipedia.org/wiki/Power_noise,Power noise,Electronic,Experimental electronic,,Noise music,Power noise,,
https://en.wikipedia.org/wiki/Plunderphonics,Plunderphonics,Electronic,Experimental electronic,,Plunderphonics,,,
https://en.wikipedia.org/wiki/Sampledelia,Sampledelia,Electronic,Experimental electronic,,Plunderphonics,Sampledelia,,
https://en.wikipedia.org/wiki/Reductionism_(music),Reductionism,Electronic,Experimental electronic,,Reductionism,,,
https://en.wikipedia.org/wiki/Lowercase_(music),Lowercase,Electronic,Experimental electronic,,Reductionism,Lowercase,,
https://en.wikipedia.org/wiki/Onkyokei,Onkyokei,Electronic,Experimental electronic,,Reductionism,Onkyokei,,
https://en.wikipedia.org/wiki/Funk,Funk fusion genres,Electronic,Funk fusion genres,,,,,
https://en.wikipedia.org/wiki/Funktronica,Funktronica,Electronic,Funk fusion genres,,Funktronica,,,
https://en.wikipedia.org/wiki/Synth-funk,Synth-funk,Electronic,Funk fusion genres,,Synth-funk,,,
https://en.wikipedia.org/wiki/Hard_dance,Hard dance,Electronic,Hard dance,,,,,
https://en.wikipedia.org/wiki/Hard_NRG,Hard NRG,Electronic,Hard dance,,Hard NRG,,,
https://en.wikipedia.org/wiki/Hardstyle,Hardstyle,Electronic,Hard dance,,Hardstyle,,,
https://en.wikipedia.org/wiki/Dubstyle,Dubstyle,Electronic,Hard dance,,Hardstyle,Dubstyle,,
https://en.wikipedia.org/wiki/Hardstyle,Euphoric frenchcore,Electronic,Hard dance,,Hardstyle,Euphoric frenchcore,,
https://en.wikipedia.org/wiki/Hardstyle,Euphoric hardstyle,Electronic,Hard dance,,Hardstyle,Euphoric hardstyle,,
https://en.wikipedia.org/wiki/Hardstyle,Rawstyle,Electronic,Hard dance,,Hardstyle,Rawstyle,,
https://en.wikipedia.org/wiki/Hardstyle,Trapstyle,Electronic,Hard dance,,Hardstyle,Trapstyle,,
https://en.wikipedia.org/wiki/Jumpstyle,Jumpstyle,Electronic,Hard dance,,Jumpstyle,,,
https://en.wikipedia.org/wiki/Lento_violento,Lento violento,Electronic,Hard dance,,Lento violento,,,
https://en.wikipedia.org/wiki/Mákina,Mákina,Electronic,Hard dance,,Mákina,,,
https://en.wikipedia.org/wiki/Hardcore_(electronic_dance_music_genre),Hardcore,Electronic,Hardcore,,,,,
https://en.wikipedia.org/wiki/Bouncy_techno,Bouncy techno,Electronic,Hardcore,,Bouncy techno,,,
https://en.wikipedia.org/wiki/Breakcore,Breakcore,Electronic,Hardcore,,Breakcore,,,
https://en.wikipedia.org/wiki/Raggacore,Raggacore,Electronic,Hardcore,,Breakcore,Raggacore,,
https://en.wikipedia.org/wiki/Digital_hardcore,Digital hardcore,Electronic,Hardcore,,Digital hardcore,,,
https://en.wikipedia.org/wiki/Frenchcore,Frenchcore,Electronic,Hardcore,,Frenchcore,,,
https://en.wikipedia.org/wiki/Gabber,Gabber,Electronic,Hardcore,,Gabber,,,
https://en.wikipedia.org/wiki/Mainstream_hardcore,Mainstream hardcore,Electronic,Hardcore,,Gabber,Mainstream hardcore,,
https://en.wikipedia.org/wiki/Happy_hardcore,Happy hardcore,Electronic,Hardcore,,Happy hardcore,,,
https://en.wikipedia.org/wiki/UK_hardcore,UK hardcore,Electronic,Hardcore,,Happy hardcore,UK hardcore,,
https://en.wikipedia.org/wiki/J-core,J-core,Electronic,Hardcore,,J-core,,,
https://en.wikipedia.org/wiki/Speedcore,Speedcore,Electronic,Hardcore,,Speedcore,,,
https://en.wikipedia.org/wiki/Extratone,Extratone,Electronic,Hardcore,,Speedcore,Extratone,,
https://en.wikipedia.org/wiki/Flashcore,Flashcore,Electronic,Hardcore,,Speedcore,Flashcore,,
https://en.wikipedia.org/wiki/Splittercore,Splittercore,Electronic,Hardcore,,Speedcore,Splittercore,,
https://en.wikipedia.org/wiki/Hauntology_(music),Hauntology,Electronic,Hauntology,,,,,
https://en.wikipedia.org/wiki/Chillwave,Chillwave,Electronic,Hauntology,,Chillwave,,,
https://en.wikipedia.org/wiki/Hypnagogic_pop,Hypnagogic pop,Electronic,Hauntology,,Hypnagogic pop,,,
https://en.wikipedia.org/wiki/Synthwave,Synthwave,Electronic,Hauntology,,Synthwave,,,
https://en.wikipedia.org/wiki/Sovietwave,Sovietwave,Electronic,Hauntology,,Synthwave,Sovietwave,,
https://en.wikipedia.org/wiki/Vaporwave,Vaporwave,Electronic,Hauntology,,Vaporwave,,,
https://en.wikipedia.org/wiki/Future_funk,Future funk,Electronic,Hauntology,,Vaporwave,Future funk,,
https://en.wikipedia.org/wiki/Hardvapour,Hardvapour,Electronic,Hauntology,,Vaporwave,Hardvapour,,
https://en.wikipedia.org/wiki/Mallsoft,Mallsoft,Electronic,Hauntology,,Vaporwave,Mallsoft,,
https://en.wikipedia.org/wiki/Hip_hop_music,Hip hop fusion genres,Electronic,Hip hop fusion genres,,,,,
https://en.wikipedia.org/wiki/Afroswing,Afroswing,Electronic,Hip hop fusion genres,,Afroswing,,,
https://en.wikipedia.org/wiki/Alternative_hip_hop,Alternative hip hop,Electronic,Hip hop fusion genres,,Alternative hip hop,,,
https://en.wikipedia.org/wiki/Hipster_hop,Hipster hop,Electronic,Hip hop fusion genres,,Alternative hip hop,Hipster hop,,
https://en.wikipedia.org/wiki/Cloud_rap,Cloud rap,Electronic,Hip hop fusion genres,,Cloud rap,,,
https://en.wikipedia.org/wiki/Crunk,Crunk,Electronic,Hip hop fusion genres,,Crunk,,,
https://en.wikipedia.org/wiki/Crunkcore,Crunkcore,Electronic,Hip hop fusion genres,,Crunk,Crunkcore,,
https://en.wikipedia.org/wiki/Snap_music,Snap music,Electronic,Hip hop fusion genres,,Crunk,Snap music,,
https://en.wikipedia.org/wiki/Electro_(music),Electro,Electronic,Hip hop fusion genres,,Electro,,,
https://en.wikipedia.org/wiki/Emo_rap,Emo rap,Electronic,Hip hop fusion genres,,Emo rap,,,
https://en.wikipedia.org/wiki/Instrumental_hip_hop,Instrumental hip hop,Electronic,Hip hop fusion genres,,Instrumental hip hop,,,
https://en.wikipedia.org/wiki/Lofi_hip_hop,Lofi hip hop,Electronic,Hip hop fusion genres,,Lofi hip hop,,,
https://en.wikipedia.org/wiki/Miami_bass,Miami bass,Electronic,Hip hop fusion genres,,Miami bass,,,
https://en.wikipedia.org/wiki/Mumble_rap,Mumble rap,Electronic,Hip hop fusion genres,,Mumble rap,,,
https://en.wikipedia.org/wiki/Trap_music,Trap,Electronic,Hip hop fusion genres,,Trap,,,
https://en.wikipedia.org/wiki/Drill_music,Drill,Electronic,Hip hop fusion genres,,Trap,Drill,,
https://en.wikipedia.org/wiki/Brooklyn_drill,Brooklyn drill,Electronic,Hip hop fusion genres,,Trap,Drill,Brooklyn drill,
https://en.wikipedia.org/wiki/UK_drill,UK drill,Electronic,Hip hop fusion genres,,Trap,Drill,UK drill,
https://en.wikipedia.org/wiki/Latin_trap,Latin trap,Electronic,Hip hop fusion genres,,Trap,Latin trap,,
https://en.wikipedia.org/wiki/Phonk,Phonk,Electronic,Hip hop fusion genres,,Trap,Phonk,,
https://en.wikipedia.org/wiki/Drift_phonk,Drift phonk,Electronic,Hip hop fusion genres,,Trap,Phonk,Drift phonk,
https://en.wikipedia.org/wiki/Funk_carioca,Brazilian phonk,Electronic,Hip hop fusion genres,,Trap,Phonk,Brazilian phonk,
https://en.wikipedia.org/wiki/Plugg_(music),Plugg,Electronic,Hip hop fusion genres,,Trap,Plugg,,
https://en.wikipedia.org/wiki/UK_trap,UK trap,Electronic,Hip hop fusion genres,,Trap,UK trap,,
https://en.wikipedia.org/wiki/House_music,House music,Electronic,House music,,,,,
https://en.wikipedia.org/wiki/Acid_house,Acid house,Electronic,House music,,Acid house,,,
https://en.wikipedia.org/wiki/Afro_house,Afro house,Electronic,House music,,Afro house,,,
https://en.wikipedia.org/wiki/Afro_tech,Afro tech,Electronic,House music,,Afro house,Afro tech,,
https://en.wikipedia.org/wiki/Amapiano,Amapiano,Electronic,House music,,Afro house,Amapiano,,
https://en.wikipedia.org/wiki/Kidandali,Kidandali,Electronic,House music,,Afro house,Kidandali,,
https://en.wikipedia.org/wiki/Ambient_house,Ambient house,Electronic,House music,,Ambient house,,,
https://en.wikipedia.org/wiki/Balearic_beat,Balearic beat,Electronic,House music,,Balearic beat,,,
https://en.wikipedia.org/wiki/Ball_culture,Ballroom,Electronic,House music,,Ballroom,,,
https://en.wikipedia.org/wiki/Brazilian_bass,Brazilian bass,Electronic,House music,,Brazilian bass,,,
https://en.wikipedia.org/wiki/Slap_house,Slap house,Electronic,House music,,Brazilian bass,Slap house,,
https://en.wikipedia.org/wiki/Blog_house,Blog house,Electronic,House music,,Blog house,,,
https://en.wikipedia.org/wiki/Chicago_hard_house,Chicago hard house,Electronic,House music,,Chicago hard house,,,
https://en.wikipedia.org/wiki/Chicago_house,Chicago house,Electronic,House music,,Chicago house,,,
https://en.wikipedia.org/wiki/Deep_house,Deep house,Electronic,House music,,Deep house,,,
https://en.wikipedia.org/wiki/Diva_house,Diva house,Electronic,House music,,Diva house,,,
https://en.wikipedia.org/wiki/Hardbag,Hardbag,Electronic,House music,,Diva house,Hardbag,,
https://en.wikipedia.org/wiki/Electro_house,Electro house,Electronic,House music,,Electro house,,,
https://en.wikipedia.org/wiki/Big_room_house,Big room house,Electronic,House music,,Electro house,Big room house,,
https://en.wikipedia.org/wiki/Future_rave,Future rave,Electronic,House music,,Electro house,Big room house,Future rave,
https://en.wikipedia.org/wiki/Complextro,Complextro,Electronic,House music,,Electro house,Complextro,,
https://en.wikipedia.org/wiki/Dutch_house,Dutch house,Electronic,House music,,Electro house,Dutch house,,
https://en.wikipedia.org/wiki/Fidget_house,Fidget house,Electronic,House music,,Electro house,Fidget house,,
https://en.wikipedia.org/wiki/Electro_swing,Electro swing,Electronic,House music,,Electro swing,,,
https://en.wikipedia.org/wiki/French_house,French house,Electronic,House music,,French house,,,
https://en.wikipedia.org/wiki/Funky_house,Funky house,Electronic,House music,,Funky house,,,
https://en.wikipedia.org/wiki/Future_house,Future house,Electronic,House music,,Future house,,,
https://en.wikipedia.org/wiki/Garage_house,Garage house,Electronic,House music,,Garage house,,,
https://en.wikipedia.org/wiki/Ghetto_house,Ghetto house,Electronic,House music,,Ghetto house,,,
https://en.wikipedia.org/wiki/Ghettotech,Ghettotech,Electronic,House music,,Ghetto house,Ghettotech,,
https://en.wikipedia.org/wiki/Juke_house,Juke house,Electronic,House music,,Ghetto house,Juke house,,
https://en.wikipedia.org/wiki/Gqom,Gqom,Electronic,House music,,Gqom,,,
https://en.wikipedia.org/wiki/Hip_house,Hip house,Electronic,House music,,Hip house,,,
https://en.wikipedia.org/wiki/Electro_hop,Electro hop,Electronic,House music,,Hip house,Electro hop,,
https://en.wikipedia.org/wiki/Italo_house,Italo house,Electronic,House music,,Italo house,,,
https://en.wikipedia.org/wiki/Jackin_house,Jackin house,Electronic,House music,,Jackin house,,,
https://en.wikipedia.org/wiki/Jazz_house,Jazz house,Electronic,House music,,Jazz house,,,
https://en.wikipedia.org/wiki/Kwaito,Kwaito,Electronic,House music,,Kwaito,,,
https://en.wikipedia.org/wiki/Latin_house,Latin house,Electronic,House music,,Latin house,,,
https://en.wikipedia.org/wiki/Melodic_house,Melodic house,Electronic,House music,,Melodic house,,,
https://en.wikipedia.org/wiki/Microhouse,Microhouse,Electronic,House music,,Microhouse,,,
https://en.wikipedia.org/wiki/Moombahcore,Moombahcore,Electronic,House music,,Moombahcore,,,
https://en.wikipedia.org/wiki/Moombahton,Moombahton,Electronic,House music,,Moombahton,,,
https://en.wikipedia.org/wiki/New_Jersey_sound,New Jersey sound,Electronic,House music,,New Jersey sound,,,
https://en.wikipedia.org/wiki/Outsider_house,Outsider house,Electronic,House music,,Outsider house,,,
https://en.wikipedia.org/wiki/Lo-fi_house,Lo-fi house,Electronic,House music,,Outsider house,Lo-fi house,,
https://en.wikipedia.org/wiki/Progressive_house,Progressive house,Electronic,House music,,Progressive house,,,
https://en.wikipedia.org/wiki/Soulful_house,Soulful house,Electronic,House music,,Soulful house,,,
https://en.wikipedia.org/wiki/Stadium_house,Stadium house,Electronic,House music,,Stadium house,,,
https://en.wikipedia.org/wiki/Tech_house,Tech house,Electronic,House music,,Tech house,,,
https://en.wikipedia.org/wiki/Tribal_house,Tribal house,Electronic,House music,,Tribal house,,,
https://en.wikipedia.org/wiki/Tropical_house,Tropical house,Electronic,House music,,Tropical house,,,
https://en.wikipedia.org/wiki/Trouse,Trouse,Electronic,House music,,Trouse,,,
https://en.wikipedia.org/wiki/UK_hard_house,UK hard house,Electronic,House music,,UK hard house,,,
https://en.wikipedia.org/wiki/Pumping_house,Pumping house,Electronic,House music,,UK hard house,Pumping house,,
https://en.wikipedia.org/wiki/Hardbass,Hardbass,Electronic,House music,,UK hard house,Pumping house,Hardbass,
https://en.wikipedia.org/wiki/Scouse_house,Scouse house,Electronic,House music,,UK hard house,Scouse house,,
https://en.wikipedia.org/wiki/Electro-industrial,Electro-industrial,Electronic,Industrial and post-industrial,,Electro-industrial,,,
https://en.wikipedia.org/wiki/Dark_electro,Dark electro,Electronic,Industrial and post-industrial,,Electro-industrial,Dark electro,,
https://en.wikipedia.org/wiki/Aggrotech,Aggrotech,Electronic,Industrial and post-industrial,,Electro-industrial,Dark electro,Aggrotech,
https://en.wikipedia.org/wiki/Electronic_body_music,Electronic body music (EBM),Electronic,Industrial and post-industrial,,Electronic body music (EBM),,,
https://en.wikipedia.org/wiki/Futurepop,Futurepop,Electronic,Industrial and post-industrial,,Electronic body music (EBM),Futurepop,,
https://en.wikipedia.org/wiki/New_beat,New beat,Electronic,Industrial and post-industrial,,Electronic body music (EBM),New beat,,
https://en.wikipedia.org/wiki/Industrial_hip_hop,Industrial hip hop,Electronic,Industrial and post-industrial,,Industrial hip hop,,,
https://en.wikipedia.org/wiki/Industrial_metal,Industrial metal,Electronic,Industrial and post-industrial,,Industrial metal,,,
https://en.wikipedia.org/wiki/Cyber_metal,Cyber metal,Electronic,Industrial and post-industrial,,Industrial metal,Cyber metal,,
https://en.wikipedia.org/wiki/Neue_Deutsche_Härte,Neue Deutsche Härte,Electronic,Industrial and post-industrial,,Industrial metal,Neue Deutsche Härte,,
https://en.wikipedia.org/wiki/Industrial_rock,Industrial rock,Electronic,Industrial and post-industrial,,Industrial rock,,,
https://en.wikipedia.org/wiki/Martial_industrial,Martial industrial,Electronic,Industrial and post-industrial,,Martial industrial,,,
https://en.wikipedia.org/wiki/Witch_house_(genre),Witch house,Electronic,Industrial and post-industrial,,Witch house,,,
https://en.wikipedia.org/wiki/Intelligent_dance_music,Intelligent dance music (IDM),Electronic,Intelligent dance music (IDM),,,,,
https://en.wikipedia.org/wiki/Algorave,Algorave,Electronic,Intelligent dance music (IDM),,Algorave,,,
https://en.wikipedia.org/wiki/Drill_%27n%27_bass,Drill 'n' bass,Electronic,Intelligent dance music (IDM),,Drill 'n' bass,,,
https://en.wikipedia.org/wiki/Jungle_music,Jungle,Electronic,Jungle,,,,,
https://en.wikipedia.org/wiki/Alternative_R%26B,Alternative R&B,Electronic,R&B and soul fusion genres,,Alternative R&B,,,
https://en.wikipedia.org/wiki/Contemporary_R%26B,Contemporary R&B,Electronic,R&B and soul fusion genres,,Contemporary R&B,,,
https://en.wikipedia.org/wiki/Neo_soul,Neo soul,Electronic,R&B and soul fusion genres,,Neo soul,,,
https://en.wikipedia.org/wiki/New_jack_swing,New jack swing,Electronic,R&B and soul fusion genres,,New jack swing,,,
https://en.wikipedia.org/wiki/Techno,Techno,Electronic,Techno,,,,,
https://en.wikipedia.org/wiki/Acid_techno,Acid techno,Electronic,Techno,,Acid techno,,,
https://en.wikipedia.org/wiki/Ambient_techno,Ambient techno,Electronic,Techno,,Ambient techno,,,
https://en.wikipedia.org/wiki/Birmingham_sound,Birmingham sound,Electronic,Techno,,Birmingham sound,,,
https://en.wikipedia.org/wiki/Bleep_techno,Bleep techno,Electronic,Techno,,Bleep techno,,,
https://en.wikipedia.org/wiki/Detroit_techno,Detroit techno,Electronic,Techno,,Detroit techno,,,
https://en.wikipedia.org/wiki/Dub_techno,Dub techno,Electronic,Techno,,Dub techno,,,
https://en.wikipedia.org/wiki/Free_tekno,Free tekno,Electronic,Techno,,Hard techno [fr],Free tekno,,
https://en.wikipedia.org/wiki/Free_tekno_(music),Jungletek,Electronic,Techno,,Hard techno [fr],Free tekno,Jungletek,
https://en.wikipedia.org/wiki/Free_tekno_(music),Raggatek,Electronic,Techno,,Hard techno [fr],Free tekno,Raggatek,
https://en.wikipedia.org/wiki/Industrial_techno,Industrial techno,Electronic,Techno,,Industrial techno,,,
https://en.wikipedia.org/wiki/Minimal_techno,Minimal techno,Electronic,Techno,,Minimal techno,,,
https://en.wikipedia.org/wiki/Schaffel,Schaffel,Electronic,Techno,,Schaffel,,,
https://en.wikipedia.org/wiki/Toytown_techno,Toytown techno,Electronic,Techno,,Toytown techno,,,
https://en.wikipedia.org/wiki/Trance_music,Trance music,Electronic,Trance music,,,,,
https://en.wikipedia.org/wiki/Acid_trance,Acid trance,Electronic,Trance music,,Acid trance,,,
https://en.wikipedia.org/wiki/Balearic_trance,Balearic trance,Electronic,Trance music,,Balearic trance,,,
https://en.wikipedia.org/wiki/Dream_trance,Dream trance,Electronic,Trance music,,Dream trance,,,
https://en.wikipedia.org/wiki/Eurodance,Hands up,Electronic,Trance music,,Eurotrance [es],Hands up,,
https://en.wikipedia.org/wiki/Goa_trance,Goa trance,Electronic,Trance music,,Goa trance,,,
https://en.wikipedia.org/wiki/Nitzhonot,Nitzhonot,Electronic,Trance music,,Goa trance,Nitzhonot,,
https://en.wikipedia.org/wiki/Hard_trance,Hard trance,Electronic,Trance music,,Hard trance,,,
https://en.wikipedia.org/wiki/Psychedelic_trance,Psychedelic trance,Electronic,Trance music,,Psychedelic trance,,,
https://en.wikipedia.org/wiki/Psychedelic_trance,Dark psytrance,Electronic,Trance music,,Psychedelic trance,Dark psytrance,,
https://en.wikipedia.org/wiki/Psychedelic_trance,Full-on,Electronic,Trance music,,Psychedelic trance,Full-on,,
https://en.wikipedia.org/wiki/Psychedelic_trance,Progressive psytrance,Electronic,Trance music,,Psychedelic trance,Progressive psytrance,,
https://en.wikipedia.org/wiki/Suomisaundi,Suomisaundi,Electronic,Trance music,,Psychedelic trance,Suomisaundi,,
https://en.wikipedia.org/wiki/Tech_trance,Tech trance,Electronic,Trance music,,Tech trance,,,
https://en.wikipedia.org/wiki/Uplifting_trance,Uplifting trance,Electronic,Trance music,,Uplifting trance,,,
https://en.wikipedia.org/wiki/Vocal_trance,Vocal trance,Electronic,Trance music,,Vocal trance,,,
https://en.wikipedia.org/wiki/UK_garage,UK garage,Electronic,UK garage,,,,,
https://en.wikipedia.org/wiki/2-step_garage,2-step garage,Electronic,UK garage,,2-step garage,,,
https://en.wikipedia.org/wiki/Bassline_(music_genre),Bassline,Electronic,UK garage,,Bassline,,,
https://en.wikipedia.org/wiki/Breakstep,Breakstep,Electronic,UK garage,,Breakstep,,,
https://en.wikipedia.org/wiki/Dubstep,Dubstep,Electronic,UK garage,,Dubstep,,,
https://en.wikipedia.org/wiki/Brostep,Brostep,Electronic,UK garage,,Dubstep,Brostep,,
https://en.wikipedia.org/wiki/Post-dubstep,Post-dubstep,Electronic,UK garage,,Dubstep,Post-dubstep,,
https://en.wikipedia.org/wiki/Reggaestep,Reggaestep,Electronic,UK garage,,Dubstep,Reggaestep,,
https://en.wikipedia.org/wiki/Riddim_(EDM),Riddim,Electronic,UK garage,,Dubstep,Riddim,,
https://en.wikipedia.org/wiki/Future_garage,Future garage,Electronic,UK garage,,Future garage,,,
https://en.wikipedia.org/wiki/Grime_music,Grime,Electronic,UK garage,,Grime,,,
https://en.wikipedia.org/wiki/Grindie,Grindie,Electronic,UK garage,,Grime,Grindie,,
https://en.wikipedia.org/wiki/Speed_garage,Speed garage,Electronic,UK garage,,Speed garage,,,
https://en.wikipedia.org/wiki/UK_funky,UK funky,Electronic,UK garage,,UK funky,,,
https://en.wikipedia.org/wiki/Funkstep,Funkstep,Electronic,UK garage,,UK funky,Funkstep,,
https://en.wikipedia.org/wiki/Wonky_(music),Wonky,Electronic,UK garage,,Wonky,,,
https://en.wikipedia.org/wiki/Video_game_music,Video game music,Electronic,Video game music,,,,,
https://en.wikipedia.org/wiki/Chiptune,Chiptune,Electronic,Video game music,,Chiptune,,,
https://en.wikipedia.org/wiki/Bitpop,Bitpop,Electronic,Video game music,,Chiptune,Bitpop,,
https://en.wikipedia.org/wiki/Skweee,Skweee,Electronic,Video game music,,Chiptune,Skweee,,
https://en.wikipedia.org/wiki/Nintendocore,Nintendocore,Electronic,Video game music,,Chiptune,Nintendocore,,
https://en.wikipedia.org/wiki/Video_game_music,FM synthesis,Electronic,Video game music,,FM synthesis,,,
https://en.wikipedia.org/wiki/Video_game_music,Sequencer music,Electronic,Video game music,,Sequencer music,,,
https://en.wikipedia.org/wiki/American_folk_revival,American folk revival,Folk,American folk revival,,,,,
https://en.wikipedia.org/wiki/Americana_(music),Americana,Folk,Americana,,,,,
https://en.wikipedia.org/wiki/Anti-folk,Anti-folk,Folk,Anti-folk,,,,,
https://en.wikipedia.org/wiki/British_folk_revival,British folk revival,Folk,British folk revival,,,,,
https://en.wikipedia.org/wiki/Cajun_music,Cajun music,Folk,Cajun music,,,,,
https://en.wikipedia.org/wiki/Celtic_music,Celtic music,Folk,Celtic music,,,,,
https://en.wikipedia.org/wiki/Chalga,Chalga,Folk,Chalga,,,,,
https://en.wikipedia.org/wiki/Corrido,Corrido,Folk,Corrido,,,,,
https://en.wikipedia.org/wiki/Creole_music,Creole music,Folk,Creole music,,,,,
https://en.wikipedia.org/wiki/Filk_music,Filk,Folk,Filk,,,,,
https://en.wikipedia.org/wiki/Folk_noir,Folk noir,Folk,Folk noir,,,,,
https://en.wikipedia.org/wiki/Folk_rock,Folk rock,Folk,Folk rock,,,,,
https://en.wikipedia.org/wiki/Folktronica,Folktronica,Folk,Folktronica,,,,,
https://en.wikipedia.org/wiki/Celtic_rock,Celtic rock,Folk,Folktronica,,Celtic rock,,,
https://en.wikipedia.org/wiki/Freak_folk,Freak folk,Folk,Freak folk,,,,,
https://en.wikipedia.org/wiki/Indie_folk,Indie folk,Folk,Indie folk,,,,,
https://en.wikipedia.org/wiki/Industrial_folk_music,Industrial folk,Folk,Industrial folk,,,,,
https://en.wikipedia.org/wiki/Mariachi,Mariachi,Folk,Mariachi,,,,,
https://en.wikipedia.org/wiki/Ranchera,Ranchera,Folk,Mariachi,,Ranchera,,,
https://en.wikipedia.org/wiki/Neofolk,Neofolk,Folk,Neofolk,,,,,
https://en.wikipedia.org/wiki/New_Weird_America,New Weird America,Folk,New Weird America,,,,,
https://en.wikipedia.org/wiki/Progressive_folk_music,Progressive folk,Folk,Progressive folk,,,,,
https://en.wikipedia.org/wiki/Protest_song,Protest song,Folk,Protest song,,,,,
https://en.wikipedia.org/wiki/Psychedelic_folk,Psychedelic folk,Folk,Psychedelic folk,,,,,
https://en.wikipedia.org/wiki/Singer-songwriter,Singer-songwriter,Folk,Singer-songwriter,,,,,
https://en.wikipedia.org/wiki/Nueva_canción,Nueva canción,Folk,Singer-songwriter,,Nueva canción,,,
https://en.wikipedia.org/wiki/Skiffle,Skiffle,Folk,Skiffle,,,,,
https://en.wikipedia.org/wiki/Sung_poetry,Sung poetry,Folk,Sung poetry,,,,,
https://en.wikipedia.org/wiki/Traditional_blues_verses,Traditional blues verses,Folk,Traditional blues verses,,,,,
https://en.wikipedia.org/wiki/Alternative_hip-hop,Alternative hip-hop,Hip hop,Alternative hip-hop,,,,,
https://en.wikipedia.org/wiki/Hipster_hop,Hipster hop,Hip hop,Alternative hip-hop,,Hipster hop,,,
https://en.wikipedia.org/wiki/Boom_bap,Boom bap,Hip hop,Boom bap,,,,,
https://en.wikipedia.org/wiki/Bounce_music,Bounce,Hip hop,Bounce,,,,,
https://en.wikipedia.org/wiki/UK_rap,British hip-hop,Hip hop,British hip-hop,,,,,
https://en.wikipedia.org/wiki/UK_rap,Road rap,Hip hop,British hip-hop,,Road rap,,,
https://en.wikipedia.org/wiki/Chopped_and_screwed,Chopped and screwed,Hip hop,Chopped and screwed,,,,,
https://en.wikipedia.org/wiki/Chopper_(rap),Chopper,Hip hop,Chopper,,,,,
https://en.wikipedia.org/wiki/Christian_hip-hop,Christian hip-hop,Hip hop,Christian hip-hop,,,,,
https://en.wikipedia.org/wiki/Cloud_rap,Cloud rap,Hip hop,Cloud rap,,,,,
https://en.wikipedia.org/wiki/Comedy_hip-hop,Comedy hip-hop,Hip hop,Comedy hip-hop,,,,,
https://en.wikipedia.org/wiki/Crunk,Crunk,Hip hop,Crunk,,,,,
https://en.wikipedia.org/wiki/Crunkcore,Crunkcore,Hip hop,Crunk,,Crunkcore,,,
https://en.wikipedia.org/wiki/East_Coast_hip-hop,East Coast hip-hop,Hip hop,East Coast hip-hop,,,,,
https://en.wikipedia.org/wiki/Freestyle_rap,Freestyle rap,Hip hop,Freestyle rap,,,,,
https://en.wikipedia.org/wiki/Funk_carioca,Funk carioca,Hip hop,Funk carioca,,,,,
https://en.wikipedia.org/wiki/Funk_ostentação,Funk ostentação,Hip hop,Funk carioca,,Funk ostentação,,,
https://en.wikipedia.org/wiki/Frat_rap,Frat rap,Hip hop,Frat rap,,,,,
https://en.wikipedia.org/wiki/G-funk,G-funk,Hip hop,G-funk,,,,,
https://en.wikipedia.org/wiki/Hardcore_hip-hop,Hardcore hip-hop,Hip hop,Hardcore hip-hop,,,,,
https://en.wikipedia.org/wiki/Dirty_rap,Dirty rap,Hip hop,Hardcore hip-hop,,Dirty rap,,,
https://en.wikipedia.org/wiki/Gangsta_rap,Gangsta rap,Hip hop,Hardcore hip-hop,,Gangsta rap,,,
https://en.wikipedia.org/wiki/Gangsta_rap,Mafioso rap,Hip hop,Hardcore hip-hop,,Gangsta rap,Mafioso rap,,
https://en.wikipedia.org/wiki/Horrorcore,Horrorcore,Hip hop,Hardcore hip-hop,,Horrorcore,,,
https://en.wikipedia.org/wiki/Memphis_rap,Memphis rap,Hip hop,Hardcore hip-hop,,Memphis rap,,,
https://en.wikipedia.org/wiki/Hyphy,Hyphy,Hip hop,Hyphy,,,,,
https://en.wikipedia.org/wiki/Jerkin%27,Jerkin',Hip hop,Hyphy,,Jerkin',,,
https://en.wikipedia.org/wiki/Instrumental_hip-hop,Instrumental hip-hop,Hip hop,Instrumental hip-hop,,,,,
https://en.wikipedia.org/wiki/Latin_hip-hop,Latin hip-hop,Hip hop,Latin hip-hop,,,,,
https://en.wikipedia.org/wiki/Chicano_rap,Chicano rap,Hip hop,Latin hip-hop,,Chicano rap,,,
